  -0.106247211E-04  -0.416845271E-05   0.627427829E-05   0.125981380E-04   0.773453316E-05  -0.119744291E-05  -0.679591710E-05
  -0.107238711E-04  -0.415973920E-05   0.649382915E-05   0.129523375E-04   0.797594829E-05  -0.124277933E-05  -0.705983754E-05
  -0.108218017E-04  -0.414990878E-05   0.671151725E-05   0.133007025E-04   0.821102626E-05  -0.128932266E-05  -0.731851944E-05
  -0.109183654E-04  -0.413894674E-05   0.692714475E-05   0.136429199E-04   0.843959075E-05  -0.133700633E-05  -0.757180752E-05
  -0.110134134E-04  -0.412683936E-05   0.714051293E-05   0.139786799E-04   0.866147221E-05  -0.138576298E-05  -0.781955386E-05
  -0.111067951E-04  -0.411357393E-05   0.735142236E-05   0.143076770E-04   0.887650809E-05  -0.143552463E-05  -0.806161805E-05
  -0.750128418E-05  -0.209665794E-05  -0.765436928E-05  -0.187320737E-04  -0.205386078E-04  -0.749402273E-06   0.294377379E-04
  -0.742076923E-05  -0.209859762E-05  -0.772628398E-05  -0.188114042E-04  -0.205353594E-04  -0.600371043E-06   0.295987997E-04
  -0.733804541E-05  -0.210182898E-05  -0.779467952E-05  -0.188783296E-04  -0.205173468E-04  -0.448472337E-06   0.297405221E-04
  -0.725344357E-05  -0.210634987E-05  -0.785923326E-05  -0.189323983E-04  -0.204842768E-04  -0.293793282E-06   0.298625866E-04
  -0.716729521E-05  -0.211215725E-05  -0.791962516E-05  -0.189731678E-04  -0.204358679E-04  -0.136425990E-06   0.299646946E-04
  -0.707993215E-05  -0.211924722E-05  -0.797553813E-05  -0.190002046E-04  -0.203718511E-04   0.235324455E-07   0.300465684E-04
  -0.699168617E-05  -0.212761495E-05  -0.802665831E-05  -0.190130851E-04  -0.202919699E-04   0.185979956E-06   0.301079517E-04
  -0.690288866E-05  -0.213725474E-05  -0.807267547E-05  -0.190113958E-04  -0.201959811E-04   0.350809499E-06   0.301486109E-04
  -0.681387024E-05  -0.214815993E-05  -0.811328325E-05  -0.189947344E-04  -0.200836551E-04   0.517909044E-06   0.301683352E-04
  -0.672496044E-05  -0.216032292E-05  -0.814817956E-05  -0.189627097E-04  -0.199547764E-04   0.687161559E-06   0.301669379E-04
  -0.663648724E-05  -0.217373512E-05  -0.817706689E-05  -0.189149425E-04  -0.198091442E-04   0.858444975E-06   0.301442565E-04
  -0.654877673E-05  -0.218838694E-05  -0.819965265E-05  -0.188510661E-04  -0.196465728E-04   0.103163214E-05   0.301001538E-04
  -0.646215267E-05  -0.220426774E-05  -0.821564954E-05  -0.187707268E-04  -0.194668920E-04   0.120659075E-05   0.300345185E-04
  -0.637693611E-05  -0.222136579E-05  -0.822477586E-05  -0.186735846E-04  -0.192699479E-04   0.138318327E-05   0.299472651E-04
  -0.629344486E-05  -0.223966821E-05  -0.822675593E-05  -0.185593139E-04  -0.190556036E-04   0.156126684E-05   0.298383352E-04
  -0.621199314E-05  -0.225916095E-05  -0.822132040E-05  -0.184276040E-04  -0.188237393E-04   0.174069308E-05   0.297076970E-04
  -0.613289103E-05  -0.227982872E-05  -0.820820670E-05  -0.182781597E-04  -0.185742534E-04   0.192130803E-05   0.295553465E-04
  -0.605644399E-05  -0.230165490E-05  -0.818715937E-05  -0.181107020E-04  -0.183070632E-04   0.210295187E-05   0.293813070E-04
  -0.598295238E-05  -0.232462150E-05  -0.815793047E-05  -0.179249692E-04  -0.180221052E-04   0.228545875E-05   0.291856293E-04
  -0.591271090E-05  -0.234870908E-05  -0.812028000E-05  -0.177207171E-04  -0.177193363E-04   0.246865656E-05   0.289683921E-04
  -0.584600803E-05  -0.237389666E-05  -0.807397633E-05  -0.174977200E-04  -0.173987341E-04   0.265236661E-05   0.287297017E-04
  -0.578312553E-05  -0.240016161E-05  -0.801879658E-05  -0.172557716E-04  -0.170602983E-04   0.283640339E-05   0.284696917E-04
  -0.572433780E-05  -0.242747961E-05  -0.795452707E-05  -0.169946853E-04  -0.167040509E-04   0.302057424E-05   0.281885228E-04
  -0.566991131E-05  -0.245582452E-05  -0.788096376E-05  -0.167142959E-04  -0.163300375E-04   0.320467901E-05   0.278863826E-04
  -0.562010404E-05  -0.248516828E-05  -0.779791266E-05  -0.164144593E-04  -0.159383277E-04   0.338850978E-05   0.275634847E-04
  -0.557516486E-05  -0.251548081E-05  -0.770519027E-05  -0.160950541E-04  -0.155290164E-04   0.357185054E-05   0.272200685E-04
  -0.553533293E-05  -0.254672991E-05  -0.760262401E-05  -0.157559821E-04  -0.151022243E-04   0.375447685E-05   0.268563986E-04
  -0.550083717E-05  -0.257888119E-05  -0.749005262E-05  -0.153971692E-04  -0.146580987E-04   0.393615565E-05   0.264727635E-04
  -0.547189566E-05  -0.261189793E-05  -0.736732655E-05  -0.150185658E-04  -0.141968145E-04   0.411664503E-05   0.260694755E-04
  -0.544871512E-05  -0.264574102E-05  -0.723430836E-05  -0.146201480E-04  -0.137185743E-04   0.429569412E-05   0.256468696E-04
  -0.543149043E-05  -0.268036889E-05  -0.709087306E-05  -0.142019176E-04  -0.132236098E-04   0.447304300E-05   0.252053025E-04
  -0.542040417E-05  -0.271573743E-05  -0.693690842E-05  -0.137639033E-04  -0.127121813E-04   0.464842283E-05   0.247451519E-04
